ticker,company_name,our_sector,screener_broad_sector,screener_sector,screener_broad_industry,screener_industry,status
RELIANCE.NS,RELIANCE INDUSTRIES,CONGLOMERATE,Energy,"Oil, Gas & Consumable Fuels",Petroleum Products,Refineries & Marketing,ok
RELIGARE.NS,RELIGARE ENTERPRISES LTD,FINANCIAL SERVICES,Financial Services,Financial Services,Finance,Investment Company,ok
RENUKA.NS,SHREE RENUKA SUGARS LIMITED,AGRICULTURE,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar,ok
REPCOHOME.NS,REPCO HOME FINANCE LIMITED,FINANCIAL SERVICES,Financial Services,Financial Services,Finance,Housing Finance Company,ok
RHIM.NS,RHI MAGNESITA INDIA LIMITED,INDUSTRIAL,Industrials,Capital Goods,Industrial Products,Electrodes & Refractories,ok
RITES.NS,RITES LIMITED,INFRASTRUCTURE,Industrials,Construction,Construction,Civil Construction,ok
RKFORGE.NS,RAMKRISHNA FORGINGS LIMITED,AUTO COMPONENTS,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,ok
ROUTE.NS,ROUTE MOBILE LIMITED,IT,Telecommunication,Telecommunication,Telecom - Services,Other Telecom Services,ok
RPOWER.NS,RELIANCE POWER LIMITED,ENERGY,Utilities,Power,Power,Power Generation,ok
RRKABEL.NS,RR KABEL LIMITED,INDUSTRIAL,Industrials,Capital Goods,Industrial Products,Cables - Electricals,ok
RTNINDIA.NS,RattanIndia Enterprises Limited,ENERGY,Consumer Discretionary,Consumer Services,Retailing,E-Retail/ E-Commerce,ok
RVNL.NS,RAIL VIKAS NIGAM LIMITED,INFRASTRUCTURE,Industrials,Construction,Construction,Civil Construction,ok
SAIL.NS,STEEL AUTHORITY OF INDIA LIMITED,METALS,Commodities,Metals & Mining,Ferrous Metals,Iron & Steel,ok
SAMMAANCAP.NS,SAMMAAN CAPITAL LIMITED,FINANCIAL SERVICES,Financial Services,Financial Services,Finance,Housing Finance Company,ok
SANOFI.NS,SANOFI INDIA LIMITED,HEALTHCARE,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,ok
SAPPHIRE.NS,SAPPHIRE FOODS INDIA LIMITED,CONSUMER SERVICES,Consumer Discretionary,Consumer Services,Leisure Services,Restaurants,ok
SARDAEN.NS,SARDA ENERGY & MINERALS LIMITED,METALS,Commodities,Metals & Mining,Ferrous Metals,Iron & Steel,ok
SAREGAMA.NS,SAREGAMA INDIA LIMITED,MEDIA,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,Media & Entertainment,ok
SBB.NS,SUN PHARMA ADVANCED RESEARCH COMPANY LIMITED,HEALTHCARE,,,,,no_breadcrumb
SBFC.NS,SBFC FINANCE LIMITED,FINANCIAL SERVICES,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),ok
SBICARD.NS,SBI CARDS AND PAYMENT SERVICES,FINANCIAL SERVICES,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),ok
SBILIFE.NS,SBI LIFE INSURANCE COMPANY LIMITED,FINANCIAL SERVICES,Financial Services,Financial Services,Insurance,Life Insurance,ok
SBIN.NS,STATE BANK OF INDIA,BANKING,Financial Services,Financial Services,Banks,Public Sector Bank,ok
SCHAEFFLER.NS,SCHAEFFLER INDIA LIMITED,AUTO COMPONENTS,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,ok
SCI.NS,SHIPPING CORPORATION OF INDIA LIMITED,LOGISTICS,Services,Services,Transport Services,Shipping,ok
SEQUENT.NS,SEQUENT SCIENTIFIC LIMITED,HEALTHCARE,,,,,no_breadcrumb
SFL.NS,SHEELA FOAM LIMITED,CONSUMER DURABLES,Consumer Discretionary,Consumer Durables,Consumer Durables,"Furniture, Home Furnishing",ok
SHARDACROP.NS,SHARDA CROPCHEM LIMITED,CHEMICALS,Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,ok
SHILPAMED.NS,SHILPA MEDICARE LIMITED,HEALTHCARE,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,ok
SHOPERSTOP.NS,SHOPPERS STOP LIMITED,CONSUMER SERVICES,Consumer Discretionary,Consumer Services,Retailing,Diversified Retail,ok
SHREECEM.NS,SHREE CEMENT LIMITED,CEMENT,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,ok
SHRIRAMFIN.NS,SHRIRAM FINANCE LIMITED,FINANCIAL SERVICES,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),ok
SHYAMMETL.NS,SHYAM METALICS AND ENERGY LIMITED,METALS,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,ok
SIEMENS.NS,SIEMENS LIMITED,INDUSTRIAL,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,ok
SIGNATURE.NS,SIGNATUREGLOBAL (INDIA) LIMITED,REALTY,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects",ok
SILVERBEES.NS,Nippon India Silver ETF,ETF,,,,,no_breadcrumb
SIS.NS,SECURITY AND INTELLIGENCE SERVICES (INDIA) LIMITED,CONSUMER SERVICES,Consumer Discretionary,Consumer Services,Other Consumer Services,Other Consumer Services,ok
SJVN.NS,SJVN LIMITED,ENERGY,Utilities,Power,Power,Power Generation,ok
SKFINDIA.NS,SKF INDIA LIMITED,INDUSTRIAL,Industrials,Capital Goods,Industrial Products,Abrasives & Bearings,ok
SOBHA.NS,SOBHA LIMITED,REALTY,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects",ok
SOLARINDS.NS,SOLAR INDUSTRIES INDIA LIMITED,CHEMICALS,Commodities,Chemicals,Chemicals & Petrochemicals,Explosives,ok
SOMANYCERA.NS,SOMANY CERAMICS LIMITED,CONSUMER DURABLES,Consumer Discretionary,Consumer Durables,Consumer Durables,Ceramics,ok
SONACOMS.NS,Sona Blw Precision Forgings Ltd,AUTO COMPONENTS,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,ok
SONATSOFTW.NS,SONATA SOFTWARE LIMITED,IT,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,ok
SOTL.NS,SAVITA OIL TECHNOLOGIES LIMITED,CHEMICALS,Energy,"Oil, Gas & Consumable Fuels",Petroleum Products,Lubricants,ok
SPARC.NS,SUN PHARMA ADVANCED RESEARCH COMPANY LIMITED,HEALTHCARE,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,ok
SPICEJET.NS,SPICEJET LIMITED,AVIATION,Services,Services,Transport Services,Airline,ok
SRF.NS,SRF LIMITED,CHEMICALS,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals,ok
STARCEMENT.NS,STAR CEMENT LIMITED,CEMENT,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,ok
STARHEALTH.NS,STAR HEALTH AND ALLIED INSURANCE COMPANY LIMITED,FINANCIAL SERVICES,Financial Services,Financial Services,Insurance,General Insurance,ok
STLTECH.NS,STERLITE TECHNOLOGIES LIMITED,TELECOM,Telecommunication,Telecommunication,Telecom -  Equipment & Accessories,Telecom -  Equipment & Accessories,ok
SUDARSCHEM.NS,SUDARSHAN CHEMICAL INDUSTRIES LIMITED,CHEMICALS,Commodities,Chemicals,Chemicals & Petrochemicals,Dyes And Pigments,ok
SUMICHEM.NS,SUMITOMO CHEMICAL INDIA LIMITED,CHEMICALS,Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,ok
SUNDARMFIN.NS,SUNDARAM FINANCE LIMITED,FINANCIAL SERVICES,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),ok
SUNDRMFAST.NS,SUNDRAM FASTENERS LIMITED,AUTO COMPONENTS,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,ok
SUNPHARMA.NS,SUN PHARMACEUTICAL INDUSTRIES LIMITED,HEALTHCARE,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,ok
SUNTV.NS,SUN TV NETWORK LIMITED,MEDIA,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,TV Broadcasting & Software Production,ok
SUPRAJIT.NS,SUPRAJIT ENGINEERING LIMITED,AUTO COMPONENTS,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,ok
SUPREMEIND.NS,SUPREME INDUSTRIES LIMITED,INDUSTRIAL,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial,ok
SUVENPHAR.NS,SUVEN PHARMACEUTICALS LIMITED,HEALTHCARE,,,,,no_breadcrumb
SUZLON.NS,SUZLON ENERGY LIMITED,ENERGY,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,ok
SWANENERGY.NS,SWAN ENERGY LIMITED,ENERGY,,,,,no_breadcrumb
SWSOLAR.NS,STERLING AND WILSON SOLAR LIMITED,ENERGY,Industrials,Construction,Construction,Civil Construction,ok
SYMPHONY.NS,SYMPHONY LIMITED,CONSUMER DURABLES,Consumer Discretionary,Consumer Durables,Consumer Durables,Household Appliances,ok
SYNGENE.NS,SYNGENE INTERNATIONAL LIMITED,HEALTHCARE,Healthcare,Healthcare,Healthcare Services,"Healthcare Research, Analytics & Technology",ok
SYRMA.NS,SYRMA SGS TECHNOLOGY LIMITED,INDUSTRIAL,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,ok
TAJGVK.NS,TAJ GVK HOTELS & RESORTS LIMITED,CONSUMER SERVICES,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts,ok
TANLA.NS,TANLA PLATFORMS LIMITED,IT,Information Technology,Information Technology,IT - Software,Software Products,ok
TATACHEM.NS,TATA CHEMICALS LIMITED,CHEMICALS,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals,ok
TATACOMM.NS,TATA COMMUNICATIONS LIMITED,TELECOM,Telecommunication,Telecommunication,Telecom - Services,Telecom - Cellular & Fixed line services,ok
TATACONSUM.NS,TATA CONSUMER PRODUCTS LIMITED,FMCG,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Tea & Coffee,ok
TATAELXSI.NS,TATA ELXSI LIMITED,IT,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,ok
TATAINVEST.NS,TATA INVESTMENT CORPORATION LIMITED,CONGLOMERATE,Financial Services,Financial Services,Finance,Investment Company,ok
TATAMOTORS.NS,TATA MOTORS LIMITED,AUTOMOBILE,,,,,no_breadcrumb
TATAPOWER.NS,TATA POWER COMPANY LIMITED,ENERGY,Utilities,Power,Power,Integrated Power Utilities,ok
TATASTEEL.NS,TATA STEEL LIMITED,METALS,Commodities,Metals & Mining,Ferrous Metals,Iron & Steel,ok
TATATECH.NS,TATA TECHNOLOGIES LIMITED,IT,Information Technology,Information Technology,IT - Services,IT Enabled Services,ok
TBOTEK.NS,TBO TEK LIMITED,CONSUMER SERVICES,Consumer Discretionary,Consumer Services,Leisure Services,"Tour, Travel Related Services",ok
TCS.NS,TATA CONSULTANCY SERVICES LIMITED,IT,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,ok
TEAMLEASE.NS,TEAMLEASE SERVICES LIMITED,CONSUMER SERVICES,Services,Services,Commercial Services & Supplies,Diversified Commercial Services,ok
TECHM.NS,TECH MAHINDRA LIMITED,IT,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,ok
TECHNOE.NS,TECHNO ELECTRIC & ENGINEERING CO,IT,Industrials,Construction,Construction,Civil Construction,ok
TEJASNET.NS,TEJAS NETWORKS LIMITED,TELECOM,Telecommunication,Telecommunication,Telecom -  Equipment & Accessories,Telecom -  Equipment & Accessories,ok
THERMAX.NS,THERMAX LIMITED,INDUSTRIAL,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,ok
THOMASCOOK.NS,THOMAS COOK (INDIA) LIMITED,CONSUMER SERVICES,Consumer Discretionary,Consumer Services,Leisure Services,"Tour, Travel Related Services",ok
THYROCARE.NS,THYROCARE TECHNOLOGIES LIMITED,HEALTHCARE,Healthcare,Healthcare,Healthcare Services,Healthcare Service Provider,ok
TIINDIA.NS,TUBE INVESTMENTS OF INDIA LIMITED,AUTO COMPONENTS,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,ok
TIMKEN.NS,TIMKEN INDIA LIMITED,INDUSTRIAL,Industrials,Capital Goods,Industrial Products,Abrasives & Bearings,ok
TITAGARH.NS,TITAGARH RAIL SYSTEMS LIMITED,INDUSTRIAL,Industrials,Capital Goods,Industrial Manufacturing,Railway Wagons,ok
TITAN.NS,TITAN COMPANY LTD,CONSUMER DURABLES,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches",ok
TORNTPHARM.NS,TORRENT PHARMACEUTICALS LIMITED,HEALTHCARE,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,ok
TORNTPOWER.NS,TORRENT POWER LIMITED,ENERGY,Utilities,Power,Power,Integrated Power Utilities,ok
TRENT.NS,TRENT LIMITED,CONSUMER SERVICES,Consumer Discretionary,Consumer Services,Retailing,Speciality Retail,ok
TRIDENT.NS,TRIDENT LIMITED,TEXTILES,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,ok
TRITURBINE.NS,TRIVENI TURBINE LIMITED,INDUSTRIAL,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,ok
TRIVENI.NS,TRIVENI ENGINEERING & INDUSTRIES LIMITED,INDUSTRIAL,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar,ok
TTKPRESTIG.NS,TTK PRESTIGE LIMITED,CONSUMER DURABLES,Consumer Discretionary,Consumer Durables,Consumer Durables,Household Appliances,ok
TTML.NS,TATA TELESERVICES MAHARASHTRA,TELECOM,Telecommunication,Telecommunication,Telecom - Services,Telecom - Cellular & Fixed line services,ok
TV18BRDCST.NS,TV18 BROADCAST LIMITED,MEDIA,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,TV Broadcasting & Software Production,ok
TVSHLTD.NS,TVS HOLDINGS LIMITED,FINANCIAL SERVICES,Financial Services,Financial Services,Finance,Investment Company,ok
TVSMOTOR.NS,TVS MOTOR COMPANY LTD,AUTOMOBILE,Consumer Discretionary,Automobile and Auto Components,Automobiles,2/3 Wheelers,ok
TVSSRICHAK.NS,TVS SRICHAKRA LIMITED,AUTO COMPONENTS,Consumer Discretionary,Automobile and Auto Components,Auto Components,Tyres & Rubber Products,ok
UBL.NS,UNITED BREWERIES LIMITED,FMCG,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Beverages,Breweries & Distilleries,ok
UCOBANK.NS,UCO BANK,BANKING,Financial Services,Financial Services,Banks,Public Sector Bank,ok
UFLEX.NS,UFLEX LIMITED,INDUSTRIAL,Industrials,Capital Goods,Industrial Products,Packaging,ok
UJJIVANSFB.NS,UJJIVAN SMALL FINANCE BANK LIMITED,BANKING,Financial Services,Financial Services,Banks,Other Bank,ok
ULTRACEMCO.NS,ULTRATECH CEMENT LIMITED,CEMENT,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,ok
UNIONBANK.NS,UNION BANK OF INDIA,BANKING,Financial Services,Financial Services,Banks,Public Sector Bank,ok
UNITDSPR.NS,UNITED SPIRITS LIMITED,FMCG,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Beverages,Breweries & Distilleries,ok
UNOMINDA.NS,UNO MINDA LIMITED,AUTO COMPONENTS,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,ok
UPL.NS,UPL LIMITED,CHEMICALS,Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,ok
USHAMART.NS,USHA MARTIN LIMITED,METALS,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,ok
UTIAMC.NS,UTI ASSET MANAGEMENT COMPANY LIMITED,FINANCIAL SERVICES,Financial Services,Financial Services,Capital Markets,Asset Management Company,ok
VAIBHAVGBL.NS,VAIBHAV GLOBAL LIMITED,CONSUMER SERVICES,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches",ok
VARROC.NS,VARROC ENGINEERING LIMITED,AUTO COMPONENTS,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,ok
VBL.NS,VARUN BEVERAGES LIMITED,FMCG,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Beverages,Other Beverages,ok
VEDL.NS,VEDANTA LIMITED,METALS,Commodities,Metals & Mining,Diversified Metals,Diversified Metals,ok
VGUARD.NS,V-GUARD INDUSTRIES LIMITED,CONSUMER DURABLES,Consumer Discretionary,Consumer Durables,Consumer Durables,Household Appliances,ok
VIJAYA.NS,VIJAYA DIAGNOSTICS CENTRE LIMITED,HEALTHCARE,Healthcare,Healthcare,Healthcare Services,Healthcare Service Provider,ok
VINATIORGA.NS,VINATI ORGANICS LIMITED,CHEMICALS,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,ok
VIPIND.NS,VIP INDUSTRIES LIMITED,CONSUMER DURABLES,Consumer Discretionary,Consumer Durables,Consumer Durables,Plastic Products - Consumer,ok
VLSFINANCE.NS,VLS FINANCE LIMITED,FINANCIAL SERVICES,Financial Services,Financial Services,Finance,Investment Company,ok
VOLTAS.NS,VOLTAS LIMITED,CONSUMER DURABLES,Consumer Discretionary,Consumer Durables,Consumer Durables,Household Appliances,ok
VRLLOG.NS,VRL LOGISTICS LIMITED,LOGISTICS,Services,Services,Transport Services,Logistics Solution Provider,ok
VSTIND.NS,VST INDUSTRIES LIMITED,FMCG,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Cigarettes & Tobacco Products,Cigarettes & Tobacco Products,ok
VTL.NS,VARDHMAN TEXTILES LIMITED,TEXTILES,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,ok
WABAG.NS,VA TECH WABAG LIMITED,INFRASTRUCTURE,Utilities,Utilities,Other Utilities,Water Supply & Management,ok
WELCORP.NS,WELSPUN CORP LIMITED,METALS,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,ok
WELSPUNIND.NS,WELSPUN INDIA LIMITED,TEXTILES,,,,,no_breadcrumb
WELSPUNLIV.NS,WELSPUN LIVING LIMITED,TEXTILES,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,ok
WESTLIFE.NS,WESTLIFE DEVELOPMENT LIMITED,CONSUMER SERVICES,Consumer Discretionary,Consumer Services,Leisure Services,Restaurants,ok
WHIRLPOOL.NS,WHIRLPOOL OF INDIA LIMITED,CONSUMER DURABLES,Consumer Discretionary,Consumer Durables,Consumer Durables,Household Appliances,ok
WIPRO.NS,WIPRO LIMITED,IT,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,ok
WOCKPHARMA.NS,WOCKHARDT LIMITED,HEALTHCARE,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,ok
YESBANK.NS,YES BANK LIMITED,BANKING,Financial Services,Financial Services,Banks,Private Sector Bank,ok
ZEEL.NS,ZEE ENTERTAINMENT ENTERPRISES LIMITED,MEDIA,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,TV Broadcasting & Software Production,ok
ZENSARTECH.NS,ZENSAR TECHNOLOGIES LIMITED,IT,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,ok
ZENTEC.NS,ZEN TECHNOLOGIES LIMITED,DEFENCE,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense,ok
ZFCVINDIA.NS,ZF COMMERCIAL VEHICLE CONTROL SYSTEMS,AUTO COMPONENTS,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,ok
ZOMATO.NS,ZOMATO LIMITED,CONSUMER SERVICES,,,,,no_breadcrumb
ZYDUSLIFE.NS,ZYDUS LIFESCIENCES LIMITED,HEALTHCARE,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,ok
